size,trial,adds,muls,time_seconds
271,6,73234,0,0.001257625
271,7,73234,0,0.001257458
271,8,73234,0,0.001273917
271,9,73234,0,0.001258625
271,10,73234,0,0.001265625
281,1,78772,0,0.001409792
281,2,78772,0,0.001453292
281,3,78772,0,0.00135175
281,4,78772,0,0.001348584
281,5,78772,0,0.0013395
281,6,78772,0,0.001346333
281,7,78772,0,0.001333792
281,8,78772,0,0.00124425
281,9,78772,0,0.001383834
281,10,78772,0,0.001382834
291,1,84500,0,0.00141975
291,2,84500,0,0.001372708
291,3,84500,0,0.001377916
291,4,84500,0,0.001387583
291,5,84500,0,0.001583042
291,6,84500,0,0.001388125
291,7,84500,0,0.064887375
291,8,84500,0,0.001374334
291,9,84500,0,0.001370875
291,10,84500,0,0.001591625
301,1,90430,0,0.002176125
301,2,90430,0,0.002270833
301,3,90430,0,0.001561292
301,4,90430,0,0.001859583
301,5,90430,0,0.001531416
301,6,90430,0,0.00165925
301,7,90430,0,0.00248675
301,8,90430,0,0.001620583
301,9,90430,0,0.001546375
301,10,90430,0,0.001548125
311,1,96548,0,0.001707542
311,2,96548,0,0.002357708
311,3,96548,0,0.001675
311,4,96548,0,0.001872584
311,5,96548,0,0.001900625
311,6,96548,0,0.002498791
311,7,96548,0,0.0016295
311,8,96548,0,0.001924166
311,9,96548,0,0.002855583
311,10,96548,0,0.001668375
321,1,102854,0,0.002606958
321,2,102854,0,0.002175375
321,3,102854,0,0.001796625
321,4,102854,0,0.001901625
321,5,102854,0,0.002347917
321,6,102854,0,0.001749208
321,7,102854,0,0.001748708
321,8,102854,0,0.002145166
321,9,102854,0,0.002033333
321,10,102854,0,0.001752542
331,1,109390,0,0.002018083
331,2,109390,0,0.001727292
331,3,109390,0,0.00192675
331,4,109390,0,0.001921542
331,5,109390,0,0.00206925
331,6,109390,0,0.001803
331,7,109390,0,0.002441292
331,8,109390,0,0.001974542
331,9,109390,0,0.001765709
331,10,109390,0,0.002004709
341,1,116110,0,0.001968917
341,2,116110,0,0.002629667
341,3,116110,0,0.00223275
341,4,116110,0,0.001924958
341,5,116110,0,0.001898291
341,6,116110,0,0.001860375
341,7,116110,0,0.001946459
341,8,116110,0,0.001959792
341,9,116110,0,0.001894708
341,10,116110,0,0.003642667
351,1,123014,0,0.002610791
351,2,123014,0,0.002223625
351,3,123014,0,0.004274334
351,4,123014,0,0.002729959
351,5,123014,0,0.003107167
351,6,123014,0,0.002706125
351,7,123014,0,0.003374125
351,8,123014,0,0.002315375
351,9,123014,0,0.002690083
351,10,123014,0,0.002073625
361,1,130130,0,0.002286458
361,2,130130,0,0.002659334
361,3,130130,0,0.002631459
361,4,130130,0,0.002299917
361,5,130130,0,0.002628333
361,6,130130,0,0.0029315
361,7,130130,0,0.002346084
361,8,130130,0,0.004147042
361,9,130130,0,0.002314125
361,10,130130,0,0.003197334
371,1,137432,0,0.008391458
371,2,137432,0,0.073511667
371,3,137432,0,0.002440458
371,4,137432,0,0.002327875
371,5,137432,0,0.002954833
371,6,137432,0,0.002558292
371,7,137432,0,0.002367791
371,8,137432,0,0.002648834
371,9,137432,0,0.002299583
371,10,137432,0,0.00248575
381,1,144922,0,0.002857625
381,2,144922,0,0.002279458
381,3,144922,0,0.0024745
381,4,144922,0,0.002622208
381,5,144922,0,0.002312
381,6,144922,0,0.002401875
381,7,144922,0,0.002693917
381,8,144922,0,0.002223917
381,9,144922,0,0.002224208
381,10,144922,0,0.002594792
391,1,152642,0,0.002549708
391,2,152642,0,0.002281
391,3,152642,0,0.002557875
391,4,152642,0,0.002504
391,5,152642,0,0.002445291
391,6,152642,0,0.002469583
391,7,152642,0,0.002529417
391,8,152642,0,0.002542208
391,9,152642,0,0.002571
391,10,152642,0,0.002337667
401,1,160564,0,0.002441042
401,2,160564,0,0.0025795
401,3,160564,0,0.002446625
401,4,160564,0,0.002500208
401,5,160564,0,0.00254325
401,6,160564,0,0.002538708
401,7,160564,0,0.002386208
401,8,160564,0,0.0026025
401,9,160564,0,0.008412584
401,10,160564,0,0.002530625
411,1,168680,0,0.002681541
411,2,168680,0,0.003299458
411,3,168680,0,0.002823583
411,4,168680,0,0.002943125
411,5,168680,0,0.003182958
411,6,168680,0,0.002981583
411,7,168680,0,0.003529583
411,8,168680,0,0.002940875
411,9,168680,0,0.002686042
411,10,168680,0,0.002991
421,1,176990,0,0.003000792
421,2,176990,0,0.002988917
421,3,176990,0,0.00296475
421,4,176990,0,0.002976084
421,5,176990,0,0.003308917
421,6,176990,0,0.003046833
421,7,176990,0,0.003424209
421,8,176990,0,0.002867667
421,9,176990,0,0.003047167
421,10,176990,0,0.003050917
431,1,185494,0,0.003263792
431,2,185494,0,0.003407209
431,3,185494,0,0.003002042
431,4,185494,0,0.003189292
431,5,185494,0,0.00322475
431,6,185494,0,0.003411417
431,7,185494,0,0.003964416
431,8,185494,0,0.003417334
431,9,185494,0,0.003358
431,10,185494,0,0.003345291
441,1,194192,0,0.085936917
441,2,194192,0,0.003115292
441,3,194192,0,0.003996125
441,4,194192,0,0.003459708
441,5,194192,0,0.003876833
441,6,194192,0,0.003507417
441,7,194192,0,0.003769583
441,8,194192,0,0.003687458
441,9,194192,0,0.004074125
441,10,194192,0,0.003161125
451,1,203086,0,0.005486
451,2,203086,0,0.00365775
451,3,203086,0,0.00390225
451,4,203086,0,0.003409625
451,5,203086,0,0.003714583
451,6,203086,0,0.003519125
451,7,203086,0,0.003715792
451,8,203086,0,0.003487417
451,9,203086,0,0.003472125
451,10,203086,0,0.003718792
461,1,212196,0,0.003803041
461,2,212196,0,0.003603209
461,3,212196,0,0.003845375
461,4,212196,0,0.003702583
461,5,212196,0,0.00386975
461,6,212196,0,0.075395917
461,7,212196,0,0.003604917
461,8,212196,0,0.004294625
461,9,212196,0,0.003500291
461,10,212196,0,0.003705333
471,1,221494,0,0.003934
471,2,221494,0,0.003680042
471,3,221494,0,0.004372792
471,4,221494,0,0.003494583
471,5,221494,0,0.004459625
471,6,221494,0,0.004694833
471,7,221494,0,0.00397025
471,8,221494,0,0.003664
471,9,221494,0,0.004138625
471,10,221494,0,0.003684
481,1,230978,0,0.005038541
481,2,230978,0,0.003603625
481,3,230978,0,0.004270458
481,4,230978,0,0.004039209
481,5,230978,0,0.003689916
481,6,230978,0,0.003626917
481,7,230978,0,0.003591375
481,8,230978,0,0.076955792
481,9,230978,0,0.003429125
481,10,230978,0,0.003843
491,1,240674,0,0.004114125
491,2,240674,0,0.005508792
491,3,240674,0,0.004502709
491,4,240674,0,0.004418125
491,5,240674,0,0.004156125
491,6,240674,0,0.004589625
491,7,240674,0,0.004169541
491,8,240674,0,0.004364209
491,9,240674,0,0.004073334
491,10,240674,0,0.0040435
501,1,250554,0,0.004301667
501,2,250554,0,0.00407225
501,3,250554,0,0.004296417
501,4,250554,0,0.004560125
501,5,250554,0,0.004892084
501,6,250554,0,0.004105209
501,7,250554,0,0.004775625
501,8,250554,0,0.010486875
501,9,250554,0,0.070911583
501,10,250554,0,0.004630791
511,1,260618,0,0.004418416
511,2,260618,0,0.004743375
511,3,260618,0,0.004291417
511,4,260618,0,0.004533916
511,5,260618,0,0.004756667
511,6,260618,0,0.004662375
511,7,260618,0,0.004175417
511,8,260618,0,0.005040709
511,9,260618,0,0.004571167
511,10,260618,0,0.004072875
521,1,270975,0,0.005035584
521,2,270975,0,0.004912459
521,3,270975,0,0.004932666
521,4,270975,0,0.00459475
521,5,270975,0,0.004705083
521,6,270975,0,0.0047665
521,7,270975,0,0.069443042
521,8,270975,0,0.004787041
521,9,270975,0,0.004425125
521,10,270975,0,0.004770583
531,1,281527,0,0.00484675
531,2,281527,0,0.004619125
531,3,281527,0,0.005270167
531,4,281527,0,0.004707916
531,5,281527,0,0.004997083
531,6,281527,0,0.004955375
531,7,281527,0,0.004643875
531,8,281527,0,0.004958125
531,9,281527,0,0.004777708
531,10,281527,0,0.00468275
541,1,292267,0,0.005396375
541,2,292267,0,0.005241
541,3,292267,0,0.074151625
541,4,292267,0,0.004980125
541,5,292267,0,0.004805833
541,6,292267,0,0.005336125
541,7,292267,0,0.006964083
541,8,292267,0,0.005073417
541,9,292267,0,0.005848042
541,10,292267,0,0.004821542
551,1,303209,0,0.005412084
551,2,303209,0,0.005559417
551,3,303209,0,0.005962208
551,4,303209,0,0.005382333
551,5,303209,0,0.005183042
551,6,303209,0,0.005578333
551,7,303209,0,0.0052365
551,8,303209,0,0.009914834
551,9,303209,0,0.099688417
551,10,303209,0,0.009180042
561,1,314341,0,0.005813375
561,2,314341,0,0.006032083
561,3,314341,0,0.005945541
561,4,314341,0,0.005860792
561,5,314341,0,0.005701
561,6,314341,0,0.007226167
561,7,314341,0,0.005817291
561,8,314341,0,0.005619875
561,9,314341,0,0.005724958
561,10,314341,0,0.005584
571,1,325667,0,0.005584875
571,2,325667,0,0.005570542
571,3,325667,0,0.011410583
571,4,325667,0,0.005324958
571,5,325667,0,0.005593583
571,6,325667,0,0.005609417
571,7,325667,0,0.005552625
571,8,325667,0,0.005304958
571,9,325667,0,0.005703417
571,10,325667,0,0.005611083
581,1,337197,0,0.006067875
581,2,337197,0,0.006292208
581,3,337197,0,0.006157166
581,4,337197,0,0.007091166
581,5,337197,0,0.006641167
581,6,337197,0,0.00609025
581,7,337197,0,0.070650292
581,8,337197,0,0.006180833
581,9,337197,0,0.006437834
581,10,337197,0,0.005884334
591,1,348931,0,0.005789083
591,2,348931,0,0.005811041
591,3,348931,0,0.006186458
591,4,348931,0,0.005687417
591,5,348931,0,0.006079959
591,6,348931,0,0.005742875
591,7,348931,0,0.006132084
591,8,348931,0,0.005897625
591,9,348931,0,0.011318042
591,10,348931,0,0.070004875
601,1,360859,0,0.006814042
601,2,360859,0,0.006724334
601,3,360859,0,0.006548417
601,4,360859,0,0.006462833
601,5,360859,0,0.006652417
601,6,360859,0,0.006538625
601,7,360859,0,0.006456667
601,8,360859,0,0.006467708
601,9,360859,0,0.006339416
601,10,360859,0,0.006780167
611,1,372977,0,0.007370084
611,2,372977,0,0.075503292
611,3,372977,0,0.007130167
611,4,372977,0,0.006877375
611,5,372977,0,0.006757542
611,6,372977,0,0.008586333
611,7,372977,0,0.006919458
611,8,372977,0,0.00645125
611,9,372977,0,0.007178292
611,10,372977,0,0.006868292
621,1,385297,0,0.007474458
621,2,385297,0,0.010982666
621,3,385297,0,0.007017166
621,4,385297,0,0.006741208
621,5,385297,0,0.077922375
621,6,385297,0,0.007005458
621,7,385297,0,0.007101042
621,8,385297,0,0.009820625
621,9,385297,0,0.007912
621,10,385297,0,0.006759333
631,1,397805,0,0.007385416
631,2,397805,0,0.007368583
631,3,397805,0,0.007617167
631,4,397805,0,0.007423875
631,5,397805,0,0.007489833
631,6,397805,0,0.00717875
631,7,397805,0,0.007526375
631,8,397805,0,0.07898375
631,9,397805,0,0.007434583
631,10,397805,0,0.007335875
641,1,410503,0,0.0074865
641,2,410503,0,0.007952167
641,3,410503,0,0.00747875
641,4,410503,0,0.008356291
641,5,410503,0,0.007732458
641,6,410503,0,0.007416375
641,7,410503,0,0.007579375
641,8,410503,0,0.007464959
641,9,410503,0,0.007710459
641,10,410503,0,0.013379708
651,1,423449,0,0.073460084
651,2,423449,0,0.008149334
651,3,423449,0,0.007996666
651,4,423449,0,0.007941791
651,5,423449,0,0.007702
651,6,423449,0,0.007684167
651,7,423449,0,0.007658875
651,8,423449,0,0.007530792
651,9,423449,0,0.0076245
651,10,423449,0,0.013284959
661,1,436579,0,0.070981
661,2,436579,0,0.008079416
661,3,436579,0,0.007772875
661,4,436579,0,0.007717875
661,5,436579,0,0.007619417
661,6,436579,0,0.007610416
661,7,436579,0,0.007590375
661,8,436579,0,0.007814708
661,9,436579,0,0.007572667
661,10,436579,0,0.076580417
671,1,449893,0,0.007396625
671,2,449893,0,0.007811208
671,3,449893,0,0.007392083
671,4,449893,0,0.007981792
671,5,449893,0,0.00735025
671,6,449893,0,0.007379667
671,7,449893,0,0.007470042
671,8,449893,0,0.007444625
671,9,449893,0,0.007617959
671,10,449893,0,0.007346958
681,1,463419,0,0.077368667
681,2,463419,0,0.007878375
681,3,463419,0,0.00842225
681,4,463419,0,0.007883542
681,5,463419,0,0.008266
681,6,463419,0,0.008797
681,7,463419,0,0.007801625
681,8,463419,0,0.00801875
681,9,463419,0,0.007867583
681,10,463419,0,0.007804125
691,1,477131,0,0.014329333
691,2,477131,0,0.071993
691,3,477131,0,0.008415375
691,4,477131,0,0.008439875
691,5,477131,0,0.008235334
691,6,477131,0,0.00807375
691,7,477131,0,0.007970125
691,8,477131,0,0.008425625
691,9,477131,0,0.008150292
691,10,477131,0,0.013984916
701,1,491031,0,0.071504208
701,2,491031,0,0.008894709
701,3,491031,0,0.008518125
701,4,491031,0,0.008508375
701,5,491031,0,0.010705458
701,6,491031,0,0.011151167
701,7,491031,0,0.008914875
701,8,491031,0,0.009147041
701,9,491031,0,0.009132958
701,10,491031,0,0.080808875
711,1,505147,0,0.009225083
711,2,505147,0,0.00916075
711,3,505147,0,0.008966041
711,4,505147,0,0.008805083
711,5,505147,0,0.009336458
711,6,505147,0,0.008820709
711,7,505147,0,0.009143625
711,8,505147,0,0.008977458
711,9,505147,0,0.009028917
711,10,505147,0,0.014955375
721,1,519459,0,0.009125917
721,2,519459,0,0.009030959
721,3,519459,0,0.009731291
721,4,519459,0,0.008916291
721,5,519459,0,0.009341333
721,6,519459,0,0.009346083
721,7,519459,0,0.009244291
721,8,519459,0,0.009156958
721,9,519459,0,0.009082041
721,10,519459,0,0.009156833
731,1,533965,0,0.015545
731,2,533965,0,0.010070083
731,3,533965,0,0.010091875
731,4,533965,0,0.009756417
731,5,533965,0,0.010332791
731,6,533965,0,0.010015333
731,7,533965,0,0.0100345
731,8,533965,0,0.009819584
731,9,533965,0,0.00989325
731,10,533965,0,0.0155695
741,1,548665,0,0.072944958
741,2,548665,0,0.010121167
741,3,548665,0,0.010129291
741,4,548665,0,0.009952541
741,5,548665,0,0.0100765
741,6,548665,0,0.010371958
741,7,548665,0,0.01026175
741,8,548665,0,0.078715375
741,9,548665,0,0.01003875
741,10,548665,0,0.01009525
751,1,563559,0,0.010261542
751,2,563559,0,0.010917292
751,3,563559,0,0.010780084
751,4,563559,0,0.010538792
751,5,563559,0,0.010690791
751,6,563559,0,0.010303583
751,7,563559,0,0.010592083
751,8,563559,0,0.07898125
751,9,563559,0,0.010972542
751,10,563559,0,0.010760417
761,1,578647,0,0.010653542
761,2,578647,0,0.010243834
761,3,578647,0,0.010774916
761,4,578647,0,0.010275625
761,5,578647,0,0.012758041
761,6,578647,0,0.010263458
761,7,578647,0,0.0733635
761,8,578647,0,0.010361792
761,9,578647,0,0.010000084
761,10,578647,0,0.010427833
771,1,593943,0,0.010138042
771,2,593943,0,0.010126625
771,3,593943,0,0.009998625
771,4,593943,0,0.009793333
771,5,593943,0,0.009737209
771,6,593943,0,0.015477875
771,7,593943,0,0.00968175
771,8,593943,0,0.009633208
771,9,593943,0,0.009824125
771,10,593943,0,0.009625375
781,1,609483,0,0.010692917
781,2,609483,0,0.010947959
781,3,609483,0,0.010238375
781,4,609483,0,0.016038375
781,5,609483,0,0.073392833
781,6,609483,0,0.010045041
781,7,609483,0,0.010352209
781,8,609483,0,0.010345458
781,9,609483,0,0.009998209
781,10,609483,0,0.010045458
791,1,625211,0,0.01095325
791,2,625211,0,0.010918625
791,3,625211,0,0.080448167
791,4,625211,0,0.011029334
791,5,625211,0,0.010788334
791,6,625211,0,0.011035583
791,7,625211,0,0.013757084
791,8,625211,0,0.011250084
791,9,625211,0,0.011245042
791,10,625211,0,0.010624292
801,1,641125,0,0.017260625
801,2,641125,0,0.011327708
801,3,641125,0,0.012253125
801,4,641125,0,0.011579583
801,5,641125,0,0.011526167
801,6,641125,0,0.011208417
801,7,641125,0,0.012305666
801,8,641125,0,0.011816917
801,9,641125,0,0.011527875
801,10,641125,0,0.079965167
811,1,657251,0,0.011837
811,2,657251,0,0.011538333
811,3,657251,0,0.012443166
811,4,657251,0,0.012100334
811,5,657251,0,0.011781208
811,6,657251,0,0.011674791
811,7,657251,0,0.011737791
811,8,657251,0,0.011650875
811,9,657251,0,0.07430725
811,10,657251,0,0.011683209
821,1,673561,0,0.012570791
821,2,673561,0,0.012658708
821,3,673561,0,0.012173334
821,4,673561,0,0.013117125
821,5,673561,0,0.012139125
821,6,673561,0,0.012239959
821,7,673561,0,0.076200208
821,8,673561,0,0.012238208
821,9,673561,0,0.012269917
821,10,673561,0,0.012369125
831,1,690055,0,0.012737
831,2,690055,0,0.013062667
831,3,690055,0,0.013309167
831,4,690055,0,0.075548459
831,5,690055,0,0.012809833
831,6,690055,0,0.012788833
831,7,690055,0,0.012862208
831,8,690055,0,0.012425542
831,9,690055,0,0.013067
831,10,690055,0,0.012640583
841,1,706779,0,0.013433
841,2,706779,0,0.076477958
841,3,706779,0,0.013177417
841,4,706779,0,0.013882792
841,5,706779,0,0.013424583
841,6,706779,0,0.013544625
841,7,706779,0,0.013441083
841,8,706779,0,0.027896208
841,9,706779,0,0.075852209
841,10,706779,0,0.013476458
851,1,723691,0,0.013906791
851,2,723691,0,0.013926917
851,3,723691,0,0.013931083
851,4,723691,0,0.013923167
851,5,723691,0,0.013881417
851,6,723691,0,0.076655084
851,7,723691,0,0.013551458
851,8,723691,0,0.014012
851,9,723691,0,0.013750875
851,10,723691,0,0.013786875
861,1,740791,0,0.014139125
861,2,740791,0,0.082421166
861,3,740791,0,0.013792584
861,4,740791,0,0.013445958
861,5,740791,0,0.013348792
861,6,740791,0,0.013874458
861,7,740791,0,0.013690917
861,8,740791,0,0.013787959
861,9,740791,0,0.013681875
861,10,740791,0,0.083383208
871,1,758093,0,0.014449167
871,2,758093,0,0.01469925
871,3,758093,0,0.014081166
871,4,758093,0,0.0139435
871,5,758093,0,0.0136955
871,6,758093,0,0.0137585
871,7,758093,0,0.019601666
871,8,758093,0,0.018046042
871,9,758093,0,0.019031958
871,10,758093,0,0.013995792
881,1,775585,0,0.014641916
881,2,775585,0,0.015437625
881,3,775585,0,0.014835042
881,4,775585,0,0.0904185
881,5,775585,0,0.0143105
881,6,775585,0,0.014367917
881,7,775585,0,0.014512417
881,8,775585,0,0.014044125
881,9,775585,0,0.014932833
881,10,775585,0,0.014548625
891,1,793271,0,0.021367875
891,2,793271,0,0.015097708
891,3,793271,0,0.015221375
891,4,793271,0,0.015783958
891,5,793271,0,0.0153175
891,6,793271,0,0.01554325
891,7,793271,0,0.015078458
891,8,793271,0,0.099864042
891,9,793271,0,0.015376167
891,10,793271,0,0.01527925
901,1,811171,0,0.015810625
901,2,811171,0,0.020631916
901,3,811171,0,0.015720417
901,4,811171,0,0.01557675
901,5,811171,0,0.0860085
901,6,811171,0,0.01568475
901,7,811171,0,0.015220166
901,8,811171,0,0.015320167
901,9,811171,0,0.01510125
901,10,811171,0,0.015980917
911,1,829285,0,0.015921625
911,2,829285,0,0.086831458
911,3,829285,0,0.016682208
911,4,829285,0,0.016571209
911,5,829285,0,0.015777541
911,6,829285,0,0.015595084
911,7,829285,0,0.01540025
911,8,829285,0,0.015564083
911,9,829285,0,0.0844565
911,10,829285,0,0.015613458
921,1,847593,0,0.01662025
921,2,847593,0,0.017064042
921,3,847593,0,0.016708709
921,4,847593,0,0.016750583
921,5,847593,0,0.085386625
921,6,847593,0,0.01660275
921,7,847593,0,0.017027292
921,8,847593,0,0.016801375
