size,trial,adds,muls,time_seconds
921,6,426270,0,0.01482475
921,7,426270,0,0.015040625
921,8,426270,0,0.014765334
921,9,426270,0,0.014556459
921,10,426270,0,0.01490525
931,1,435505,0,0.078677125
931,2,435505,0,0.014945833
931,3,435505,0,0.016438542
931,4,435505,0,0.02061825
931,5,435505,0,0.078565584
931,6,435505,0,0.015334834
931,7,435505,0,0.015830417
931,8,435505,0,0.014765667
931,9,435505,0,0.014653667
931,10,435505,0,0.083610791
941,1,445041,0,0.015556167
941,2,445041,0,0.015808167
941,3,445041,0,0.015600833
941,4,445041,0,0.015126417
941,5,445041,0,0.015342833
941,6,445041,0,0.084575875
941,7,445041,0,0.01523575
941,8,445041,0,0.01487725
941,9,445041,0,0.015049166
941,10,445041,0,0.01497975
951,1,454261,0,0.015909084
951,2,454261,0,0.08520875
951,3,454261,0,0.015466042
951,4,454261,0,0.015497333
951,5,454261,0,0.015416625
951,6,454261,0,0.021904583
951,7,454261,0,0.079040833
951,8,454261,0,0.015382833
951,9,454261,0,0.0206045
951,10,454261,0,0.080963791
961,1,463113,0,0.016326375
961,2,463113,0,0.016044709
961,3,463113,0,0.020939417
961,4,463113,0,0.080049708
961,5,463113,0,0.016204875
961,6,463113,0,0.021082167
961,7,463113,0,0.077289458
961,8,463113,0,0.014675625
961,9,463113,0,0.015084458
961,10,463113,0,0.0201555
971,1,473594,0,0.079253041
971,2,473594,0,0.017086375
971,3,473594,0,0.0215925
971,4,473594,0,0.079509375
971,5,473594,0,0.015356625
971,6,473594,0,0.015695917
971,7,473594,0,0.021003292
971,8,473594,0,0.078988083
971,9,473594,0,0.016344958
971,10,473594,0,0.021159958
981,1,483385,0,0.079133083
981,2,483385,0,0.016486292
981,3,483385,0,0.015916458
981,4,483385,0,0.021463875
981,5,483385,0,0.080416333
981,6,483385,0,0.016208208
981,7,483385,0,0.021304792
981,8,483385,0,0.078882417
981,9,483385,0,0.016006583
981,10,483385,0,0.021570583
991,1,492464,0,0.08028
991,2,492464,0,0.018084458
991,3,492464,0,0.022287792
991,4,492464,0,0.080138708
991,5,492464,0,0.017509916
991,6,492464,0,0.021991209
991,7,492464,0,0.080254875
991,8,492464,0,0.0172365
991,9,492464,0,0.021719875
991,10,492464,0,0.080077125
1001,1,502797,0,0.018706709
1001,2,502797,0,0.022638416
1001,3,502797,0,0.080961125
1001,4,502797,0,0.017923458
1001,5,502797,0,0.022236917
1001,6,502797,0,0.080128708
1001,7,502797,0,0.018483417
1001,8,502797,0,0.022132167
1001,9,502797,0,0.079936375
1001,10,502797,0,0.017561584
1011,1,512693,0,0.02281175
1011,2,512693,0,0.083277125
1011,3,512693,0,0.018437792
1011,4,512693,0,0.023051542
1011,5,512693,0,0.080021083
1011,6,512693,0,0.017130458
1011,7,512693,0,0.022542333
1011,8,512693,0,0.082571333
1011,9,512693,0,0.022815292
1011,10,512693,0,0.081014208
1021,1,522239,0,0.019342666
1021,2,522239,0,0.023817
1021,3,522239,0,0.081374917
1021,4,522239,0,0.01771575
1021,5,522239,0,0.022751375
1021,6,522239,0,0.081454791
1021,7,522239,0,0.023063333
1021,8,522239,0,0.082888167
1021,9,522239,0,0.018334708
1021,10,522239,0,0.022900417
1031,1,532806,0,0.08390225
1031,2,532806,0,0.019144208
1031,3,532806,0,0.025274208
1031,4,532806,0,0.018745917
1031,5,532806,0,0.017737125
1031,6,532806,0,0.018953334
1031,7,532806,0,0.023672709
1031,8,532806,0,0.018183583
1031,9,532806,0,0.017911875
1031,10,532806,0,0.023531833
1040,1,541384,0,0.085295
1040,2,541384,0,0.023833292
1040,3,541384,0,0.024972625
1040,4,541384,0,0.018675375
1040,5,541384,0,0.018178458
1040,6,541384,0,0.023887917
1040,7,541384,0,0.081498916
1040,8,541384,0,0.019625584
1040,9,541384,0,0.024202083
1040,10,541384,0,0.018675209
